año,carrera,circuito,piloto,equipo,posicion_final,gano,podio,puntos_obtenidos,experiencia_carreras,posicion_parrilla,promedio_posicion_ponderado,promedio_puntos_ponderado,forma_reciente_3_carreras,puntos_ultimas_3,podios_ultimas_5,consistencia_std,tasa_finalizacion,promedio_parrilla,mejora_parrilla_carrera,promedio_posicion_circuito,experiencia_circuito
2021,Azerbaijan Grand Prix,Baku,MAZ,Haas F1 Team,14.0,0,0,0.0,5,18.0,18.009409206274547,0.0,18.333333333333332,0.0,0,1.3416407864998738,0.0,19.4,1.0,18.009409206274547,0
2021,French Grand Prix,Le Castellet,MAZ,Haas F1 Team,20.0,0,0,0.0,6,18.0,16.603728038940336,0.0,16.666666666666668,0.0,0,2.160246899469287,0.16666666666666666,19.166666666666668,1.5,16.603728038940336,0
2021,Styrian Grand Prix,Spielberg,MAZ,Haas F1 Team,18.0,0,0,0.0,7,20.0,17.790851547266463,0.0,17.0,0.0,0,2.160246899469287,0.14285714285714285,19.0,1.0,17.790851547266463,0
2021,Austrian Grand Prix,Spielberg,MAZ,Haas F1 Team,19.0,0,0,0.0,8,20.0,17.853051031938794,0.0,17.333333333333332,0.0,0,2.0,0.125,19.125,1.125,18.0,1
2021,Hungarian Grand Prix,Budapest,MAZ,Haas F1 Team,14.0,0,0,0.0,9,19.0,18.139021398418517,0.0,19.0,0.0,0,1.9002923751652299,0.1111111111111111,19.22222222222222,1.1111111111111112,18.139021398418517,0
2021,Belgian Grand Prix,Spa-Francorchamps,MAZ,Haas F1 Team,17.0,0,0,0.0,10,18.0,17.20223086964075,0.0,17.0,0.0,0,2.2135943621178655,0.1,19.2,1.5,17.20223086964075,0
2021,Dutch Grand Prix,Zandvoort,MAZ,Haas F1 Team,20.0,0,0,0.0,11,18.0,17.19990261945614,0.0,16.666666666666668,0.0,0,2.1105794120443453,0.18181818181818182,19.09090909090909,1.4545454545454546,17.19990261945614,0
2021,Russian Grand Prix,Sochi,MAZ,Haas F1 Team,18.0,0,0,0.0,12,15.0,17.753366881541123,0.0,17.0,0.0,0,2.124888588879783,0.16666666666666666,19.0,1.1666666666666667,17.753366881541123,0
2021,Turkish Grand Prix,Istanbul,MAZ,Haas F1 Team,20.0,0,0,0.0,13,18.0,17.79420977879614,0.0,18.333333333333332,0.0,0,2.034951016861497,0.15384615384615385,18.692307692307693,0.8461538461538461,17.79420977879614,0
2021,United States Grand Prix,Austin,MAZ,Haas F1 Team,17.0,0,0,0.0,14,17.0,18.147737127887044,0.0,19.333333333333332,0.0,0,2.0380986614602725,0.14285714285714285,18.642857142857142,0.6428571428571429,18.147737127887044,0
2021,Mexico City Grand Prix,Mexico City,MAZ,Haas F1 Team,18.0,0,0,0.0,15,15.0,17.95971184308046,0.0,18.333333333333332,0.0,0,1.98086080374405,0.13333333333333333,18.533333333333335,0.6,17.95971184308046,0
2021,Qatar Grand Prix,Lusail,MAZ,Haas F1 Team,18.0,0,0,0.0,16,20.0,17.96097756264271,0.0,18.333333333333332,0.0,0,1.9137659209004638,0.125,18.3125,0.375,17.96097756264271,0
2021,Saudi Arabian Grand Prix,Jeddah,MAZ,Haas F1 Team,18.0,0,0,0.0,17,20.0,17.96275518225023,0.0,17.666666666666668,0.0,0,1.8530578861470477,0.11764705882352941,18.41176470588235,0.47058823529411764,17.96275518225023,0
2021,Abu Dhabi Grand Prix,Yas Island,MAZ,Haas F1 Team,,0,0,0.0,18,,17.96471807706388,0.0,18.0,0.0,0,1.7977836754712315,0.1111111111111111,18.5,0.5555555555555556,17.96471807706388,0
2021,Pre-Season Test,Bahrain,MAZ,Haas F1 Team,17.0,0,0,0.0,19,17.0,18.20599973288835,0.0,18.666666666666668,0.0,0,1.8096557134354563,0.10526315789473684,18.57894736842105,0.5263157894736842,18.20599973288835,0
2021,British Grand Prix,Silverstone,MAZ,Haas F1 Team,17.0,0,0,0.0,20,19.0,18.059647688690685,0.0,18.333333333333332,0.0,0,1.7770466332772772,0.1,18.5,0.5,18.059647688690685,0
2021,Italian Grand Prix,Monza,MAZ,Haas F1 Team,16.0,0,0,0.0,21,16.0,17.941421142495425,0.0,18.0,0.0,0,1.745743121887939,0.09523809523809523,18.523809523809526,0.5714285714285714,17.941421142495425,0
2021,São Paulo Grand Prix,São Paulo,MAZ,Haas F1 Team,17.0,0,0,0.0,22,19.0,17.74080714061664,0.0,16.666666666666668,0.0,0,1.753783788201264,0.09090909090909091,18.40909090909091,0.5454545454545454,17.74080714061664,0
2022,Miami Grand Prix,Miami,MAG,Haas F1 Team,16.0,0,0,0.0,3,16.0,11.966082486192589,1.3897626738134001,9.333333333333334,12.0,0,4.509249752822894,0.6666666666666666,11.0,1.6666666666666667,11.966082486192589,0
2022,Spanish Grand Prix,Barcelona,MAG,Haas F1 Team,17.0,0,0,0.0,4,8.0,13.719714817616316,0.9833699691841118,13.0,2.0,0,4.96655480858378,0.5,12.25,1.25,13.719714817616316,0
2023,Bahrain Grand Prix,Sakhir,MAG,Haas F1 Team,13.0,0,0,0.0,5,17.0,14.80561218714409,0.771414127549097,15.666666666666666,0.0,0,5.06951674225463,0.4,11.4,-0.8,5.0,1
2022,Monaco Grand Prix,Monaco,MAG,Haas F1 Team,20.0,0,0,0.0,6,13.0,13.884744950707862,0.6370913965405384,15.333333333333334,0.0,0,4.546060565661952,0.3333333333333333,12.333333333333334,0.0,13.884744950707862,0
2023,Saudi Arabian Grand Prix,Jeddah,MAG,Haas F1 Team,10.0,0,0,1.0,7,13.0,15.694193418047302,0.5434092580309745,16.666666666666668,0.0,0,5.061526214398936,0.2857142857142857,12.428571428571429,-1.0,9.0,1
2022,Azerbaijan Grand Prix,Baku,MAG,Haas F1 Team,17.0,0,0,0.0,8,16.0,13.927127423789218,0.75072550296064,14.333333333333334,1.0,0,4.840306956027833,0.375,12.5,-0.5,13.927127423789218,0
2022,Canadian Grand Prix,Montréal,MAG,Haas F1 Team,17.0,0,0,0.0,9,5.0,14.653107040445018,0.6131316287595269,15.666666666666666,1.0,0,4.719934086168766,0.3333333333333333,12.88888888888889,-0.5555555555555556,14.653107040445018,0
2023,Australian Grand Prix,Melbourne,MAG,Haas F1 Team,17.0,0,0,0.0,10,14.0,15.108145064391087,0.5212822621760996,14.666666666666666,1.0,0,4.589843860815602,0.4,12.1,-1.7,14.0,1
2022,British Grand Prix,Silverstone,MAG,Haas F1 Team,10.0,0,0,1.0,11,17.0,15.417269765508202,0.4551648316070631,17.0,0.0,0,4.4599225431512926,0.36363636363636365,12.272727272727273,-1.8181818181818181,15.417269765508202,0
2023,Miami Grand Prix,Miami,MAG,Haas F1 Team,10.0,0,0,1.0,12,4.0,14.328225571402141,0.5923860386980875,14.666666666666666,1.0,0,4.413306326018253,0.4166666666666667,12.666666666666666,-1.0833333333333333,16.0,1
2022,French Grand Prix,Le Castellet,MAG,Haas F1 Team,18.0,0,0,0.0,13,20.0,13.566657231382418,0.6855800306646755,12.333333333333334,2.0,0,4.351539662682328,0.46153846153846156,12.0,-1.4615384615384615,13.566657231382418,0
2023,Monaco Grand Prix,Monaco,MAG,Haas F1 Team,19.0,0,0,0.0,14,17.0,14.301371088673388,0.5902303881674821,12.666666666666666,2.0,0,4.353222880872222,0.42857142857142855,12.571428571428571,-1.2142857142857142,20.0,1
2024,Bahrain Grand Prix,Sakhir,MAG,Haas F1 Team,12.0,0,0,0.0,15,15.0,14.994335896136345,0.5182606588081656,15.666666666666666,1.0,0,4.405624111238249,0.4,12.866666666666667,-1.2666666666666666,9.0,2
2022,Hungarian Grand Prix,Budapest,MAG,Haas F1 Team,16.0,0,0,0.0,16,13.0,14.531174622943745,0.46213967520018706,16.333333333333332,0.0,0,4.2895221179054435,0.375,13.0,-1.0,14.531174622943745,0
2023,Spanish Grand Prix,Barcelona,MAG,Haas F1 Team,18.0,0,0,0.0,17,17.0,14.71101291948482,0.41720196321932773,15.666666666666666,0.0,0,4.181542074121348,0.35294117647058826,13.0,-1.1176470588235294,17.0,1
2024,Saudi Arabian Grand Prix,Jeddah,MAG,Haas F1 Team,12.0,0,0,0.0,18,13.0,15.105820447106325,0.3804237872750906,15.333333333333334,0.0,0,4.158619680502032,0.3333333333333333,13.222222222222221,-1.1111111111111112,9.5,2
2022,Belgian Grand Prix,Spa-Francorchamps,MAG,Haas F1 Team,16.0,0,0,0.0,19,12.0,14.704267560528399,0.3497691951741543,15.333333333333334,0.0,0,4.076749077504731,0.3684210526315789,13.210526315789474,-1.0,14.704267560528399,0
2023,Canadian Grand Prix,Montréal,MAG,Haas F1 Team,17.0,0,0,0.0,20,13.0,14.838382707435422,0.3238218998229499,15.333333333333334,0.0,0,3.9881403132155135,0.35,13.15,-1.15,17.0,1
2024,Australian Grand Prix,Melbourne,MAG,Haas F1 Team,10.0,0,0,1.0,21,14.0,15.057008541401524,0.3015685857281049,15.0,0.0,0,3.931557306862366,0.3333333333333333,13.142857142857142,-1.2857142857142858,15.5,2
2022,Dutch Grand Prix,Zandvoort,MAG,Haas F1 Team,15.0,0,0,0.0,22,18.0,14.513116595667004,0.3858555949630688,14.333333333333334,1.0,0,3.951272467516523,0.3181818181818182,13.181818181818182,-1.0454545454545454,14.513116595667004,0
2023,British Grand Prix,Silverstone,MAG,Haas F1 Team,19.0,0,0,0.0,23,19.0,14.55845656769798,0.3558943277337167,14.0,1.0,0,3.863787488325504,0.34782608695652173,13.391304347826088,-0.8695652173913043,10.0,1
2024,Japanese Grand Prix,Suzuka,MAG,Haas F1 Team,13.0,0,0,0.0,24,18.0,14.976491688379374,0.33032215605066156,14.666666666666666,1.0,0,3.9007152818611264,0.3333333333333333,13.625,-0.8333333333333334,14.976491688379374,0
2022,Italian Grand Prix,Monza,MAG,Haas F1 Team,16.0,0,0,0.0,25,16.0,14.781428189428155,0.3082484880412052,15.666666666666666,0.0,0,3.829708431025352,0.32,13.8,-0.6,14.781428189428155,0
2023,Hungarian Grand Prix,Budapest,MAG,Haas F1 Team,17.0,0,0,0.0,26,19.0,14.880252680716087,0.2890048365373408,16.0,0.0,0,3.7654297946531337,0.3076923076923077,13.884615384615385,-0.5769230769230769,16.0,1
2024,Emilia Romagna Grand Prix,Imola,MAG,Haas F1 Team,12.0,0,0,0.0,27,18.0,15.049866003200158,0.2720807033708578,15.333333333333334,0.0,0,3.7244858533487375,0.2962962962962963,14.074074074074074,-0.48148148148148145,15.049866003200158,0
2022,Singapore Grand Prix,Marina Bay,MAG,Haas F1 Team,12.0,0,0,0.0,28,9.0,14.78811535502441,0.25708015323004263,15.0,0.0,0,3.68663394457191,0.2857142857142857,14.214285714285714,-0.25,14.78811535502441,0
2023,Dutch Grand Prix,Zandvoort,MAG,Haas F1 Team,16.0,0,0,0.0,29,0.0,14.562489705121047,0.24369177961355243,13.666666666666666,0.0,0,3.6490095828814413,0.3103448275862069,14.03448275862069,-0.3448275862068966,15.0,1
2022,Japanese Grand Prix,Suzuka,MAG,Haas F1 Team,14.0,0,0,0.0,30,18.0,14.671590150515321,0.23166753542637614,13.333333333333334,0.0,0,3.5977323637146137,0.3333333333333333,13.566666666666666,-0.8666666666666667,13.0,1
2023,Italian Grand Prix,Monza,MAG,Haas F1 Team,18.0,0,0,0.0,31,19.0,14.619009299456408,0.22080755197099805,14.0,0.0,0,3.5381180830905676,0.3548387096774194,13.709677419354838,-0.7096774193548387,16.0,1
2024,Monaco Grand Prix,Monaco,MAG,Haas F1 Team,20.0,0,0,0.0,32,20.0,14.859120266312964,0.2109490791890705,16.0,0.0,0,3.5376716873873324,0.34375,13.875,-0.65625,19.5,2
2022,United States Grand Prix,Austin,MAG,Haas F1 Team,9.0,0,0,2.0,33,13.0,15.20948471069486,0.20195831088363253,17.333333333333332,0.0,0,3.609751103650088,0.3333333333333333,14.06060606060606,-0.6363636363636364,15.20948471069486,0
2023,Singapore Grand Prix,Marina Bay,MAG,Haas F1 Team,10.0,0,0,1.0,34,6.0,14.77848523967714,0.32850421313696415,15.666666666666666,2.0,0,3.6864641359047483,0.35294117647058826,14.029411764705882,-0.5,12.0,1
2024,Canadian Grand Prix,Montréal,MAG,Haas F1 Team,12.0,0,0,0.0,35,14.0,14.462095489602907,0.37512061642184086,13.0,3.0,0,3.7116668207471553,0.37142857142857144,13.8,-0.6,17.0,2
2023,Japanese Grand Prix,Suzuka,MAG,Haas F1 Team,15.0,0,0,0.0,36,15.0,14.307664407227486,0.35291947625139475,10.333333333333334,3.0,0,3.6800621112770835,0.3888888888888889,13.805555555555555,-0.5277777777777778,13.5,2
2024,Spanish Grand Prix,Barcelona,MAG,Haas F1 Team,17.0,0,0,0.0,37,16.0,14.355224994268507,0.33308277125505653,12.333333333333334,1.0,0,3.6302449887960284,0.3783783783783784,13.837837837837839,-0.5135135135135135,17.5,2
2022,Mexico City Grand Prix,Mexico City,MAG,Haas F1 Team,17.0,0,0,0.0,38,19.0,14.518118947609297,0.3152686474081506,14.666666666666666,0.0,0,3.606537449623035,0.3684210526315789,13.894736842105264,-0.5263157894736842,14.518118947609297,0
2024,British Grand Prix,Silverstone,MAG,Haas F1 Team,12.0,0,0,0.0,39,17.0,14.664257292067553,0.29919568236592947,16.333333333333332,0.0,0,3.582646734584825,0.358974358974359,14.025641025641026,-0.46153846153846156,14.5,2
2022,Abu Dhabi Grand Prix,Yas Island,MAG,Haas F1 Team,17.0,0,0,0.0,40,16.0,14.509104528593683,0.2846304949309581,15.333333333333334,0.0,0,3.558215484747577,0.375,14.1,-0.325,14.509104528593683,0
2023,Mexico City Grand Prix,Mexico City,MAG,Haas F1 Team,19.0,0,0,0.0,41,16.0,14.648805866926246,0.27137820984100713,15.333333333333334,0.0,0,3.536396126139662,0.36585365853658536,14.146341463414634,-0.34146341463414637,17.0,1
2022,Pre-Season Track Session,Spain,MAG,Haas F1 Team,10.0,0,0,1.0,42,17.0,14.884631772758825,0.25927505361474323,16.0,0.0,0,3.5617173427621776,0.35714285714285715,14.19047619047619,-0.40476190476190477,14.884631772758825,0
2023,Las Vegas Grand Prix,Las Vegas,MAG,Haas F1 Team,13.0,0,0,0.0,43,8.0,14.618385458015544,0.3015755253641447,15.333333333333334,1.0,0,3.5881557341531303,0.37209302325581395,14.255813953488373,-0.23255813953488372,14.618385458015544,0
2024,Hungarian Grand Prix,Budapest,MAG,Haas F1 Team,15.0,0,0,0.0,44,15.0,14.532824603197286,0.28779968646414533,14.0,1.0,0,3.553279163229273,0.38636363636363635,14.113636363636363,-0.3409090909090909,16.5,2
2022,Pre-Season Test,Bahrain,MAG,Haas F1 Team,9.0,0,0,2.0,45,13.0,14.55683737776238,0.27517772275017316,12.666666666666666,1.0,0,3.513609902287752,0.37777777777777777,14.133333333333333,-0.3333333333333333,14.55683737776238,0
2024,Belgian Grand Prix,Spa-Francorchamps,MAG,Haas F1 Team,14.0,0,0,0.0,46,17.0,14.279112392991575,0.3634473806014177,12.333333333333334,2.0,0,3.566619260148174,0.391304347826087,14.108695652173912,-0.2391304347826087,16.0,1
2023,Abu Dhabi Grand Prix,Yas Island,MAG,Haas F1 Team,20.0,0,0,0.0,47,17.0,14.269055961311658,0.346482769906109,12.666666666666666,2.0,0,3.528003473728207,0.40425531914893614,14.170212765957446,-0.1702127659574468,17.0,1
2022,Emilia Romagna Grand Prix,Imola,MAG,Haas F1 Team,9.0,0,0,2.0,48,8.0,14.546787173611689,0.33092143279063746,14.333333333333334,2.0,0,3.5845907409552136,0.3958333333333333,14.229166666666666,-0.22916666666666666,12.0,1
2024,Dutch Grand Prix,Zandvoort,MAG,Haas F1 Team,18.0,0,0,0.0,49,20.0,14.28603970221202,0.4104029025755943,14.333333333333334,2.0,0,3.631752448934279,0.40816326530612246,14.10204081632653,-0.24489795918367346,15.5,2
2023,Pre-Season Testing,Sakhir,MAG,Haas F1 Team,19.0,0,0,0.0,50,19.0,14.45957945410427,0.39165658418413024,15.666666666666666,2.0,0,3.631438687183843,0.4,14.22,-0.2,10.0,3
2022,Austrian Grand Prix,Spielberg,MAG,Haas F1 Team,8.0,0,0,4.0,51,7.0,14.66457422775526,0.3743983783064692,15.333333333333334,2.0,0,3.651698503543839,0.39215686274509803,14.313725490196079,-0.19607843137254902,14.66457422775526,0
2024,Italian Grand Prix,Monza,MAG,Haas F1 Team,10.0,0,0,1.0,52,13.0,14.367651827046359,0.5353080930785734,15.0,4.0,0,3.726712508858208,0.38461538461538464,14.173076923076923,-0.21153846153846154,17.0,2
2023,Azerbaijan Grand Prix,Baku,MAG,Haas F1 Team,13.0,0,0,0.0,53,16.0,14.179718960044957,0.55408666289719,12.333333333333334,5.0,0,3.7395233430333654,0.39622641509433965,14.150943396226415,-0.1509433962264151,17.0,1
2023,Austrian Grand Prix,Spielberg,MAG,Haas F1 Team,18.0,0,0,0.0,54,19.0,14.133181881022894,0.5290136469498739,10.333333333333334,5.0,0,3.708311250022579,0.4074074074074074,14.185185185185185,-0.09259259259259259,8.0,1
2022,São Paulo Grand Prix,São Paulo,MAG,Haas F1 Team,19.0,0,0,0.0,55,8.0,14.298845249356777,0.505846208585065,13.666666666666666,1.0,0,3.7079403378184965,0.4,14.272727272727273,-0.07272727272727272,14.298845249356777,0
2023,Belgian Grand Prix,Spa-Francorchamps,MAG,Haas F1 Team,15.0,0,0,0.0,56,16.0,14.493673404541289,0.48439149631039574,16.666666666666668,0.0,0,3.7263540204487127,0.39285714285714285,14.160714285714286,-0.26785714285714285,15.0,2
2024,Singapore Grand Prix,Marina Bay,MAG,Haas F1 Team,19.0,0,0,0.0,57,14.0,14.51347795889455,0.46448045734348153,17.333333333333332,0.0,0,3.693708665998604,0.40350877192982454,14.192982456140351,-0.24561403508771928,11.0,2
2024,Mexico City Grand Prix,Mexico City,MAG,Haas F1 Team,7.0,0,0,6.0,58,7.0,14.690602283350364,0.4459644195882438,17.666666666666668,0.0,0,3.709832262299478,0.39655172413793105,14.189655172413794,-0.3275862068965517,18.0,2
2023,Qatar Grand Prix,Lusail,MAG,Haas F1 Team,14.0,0,0,0.0,59,18.0,14.387964080752756,0.6626720499916681,13.666666666666666,6.0,0,3.805698762937708,0.4067796610169492,14.067796610169491,-0.3220338983050847,14.387964080752756,0
2024,Las Vegas Grand Prix,Las Vegas,MAG,Haas F1 Team,12.0,0,0,0.0,60,12.0,14.373827888144724,0.635020649657548,13.333333333333334,6.0,0,3.7736448534839617,0.4,14.133333333333333,-0.25,13.0,1
2023,United States Grand Prix,Austin,MAG,Haas F1 Team,14.0,0,0,0.0,61,17.0,14.285121369616995,0.6092811998664317,11.0,6.0,0,3.75448729700714,0.4098360655737705,14.098360655737705,-0.2459016393442623,9.0,1
2024,Abu Dhabi Grand Prix,Yas Island,MAG,Haas F1 Team,16.0,0,0,0.0,62,14.0,14.276262762888187,0.585278133560432,13.333333333333334,0.0,0,3.7238423149298616,0.4032258064516129,14.14516129032258,-0.1935483870967742,18.5,2
2023,São Paulo Grand Prix,São Paulo,MAG,Haas F1 Team,18.0,0,0,0.0,63,12.0,14.340936671773742,0.5628555467295089,14.0,0.0,0,3.6996145714750552,0.3968253968253968,14.142857142857142,-0.2222222222222222,19.0,1
2024,Pre-Season Testing,Sakhir,MAG,Haas F1 Team,19.0,0,0,0.0,64,14.0,14.473453961804204,0.5418746322998362,16.0,0.0,0,3.698153496775693,0.390625,14.109375,-0.3125,12.25,4
2024,Chinese Grand Prix,Shanghai,MAG,Haas F1 Team,16.0,0,0,0.0,65,17.0,14.63326624921007,0.5222114931974885,17.666666666666668,0.0,0,3.7128285920368254,0.38461538461538464,14.107692307692307,-0.38461538461538464,14.63326624921007,0
2024,Miami Grand Prix,Miami,MAG,Haas F1 Team,19.0,0,0,0.0,66,18.0,14.678872870937486,0.5037552723976709,17.666666666666668,0.0,0,3.6888289750894128,0.3939393939393939,14.151515151515152,-0.36363636363636365,13.0,2
2024,Austrian Grand Prix,Spielberg,MAG,Haas F1 Team,8.0,0,0,4.0,67,12.0,14.824945189813091,0.48640654892735485,18.0,0.0,0,3.7015527197803673,0.40298507462686567,14.208955223880597,-0.373134328358209,13.0,2
2024,United States Grand Prix,Austin,MAG,Haas F1 Team,11.0,0,0,0.0,68,8.0,14.59017659117763,0.6055035133629638,14.333333333333334,4.0,0,3.7595357249835475,0.4117647058823529,14.176470588235293,-0.3088235294117647,11.5,2
2024,Qatar Grand Prix,Lusail,MAG,Haas F1 Team,9.0,0,0,2.0,69,10.0,14.469136961621324,0.5842884453499365,12.666666666666666,4.0,0,3.755303155576302,0.42028985507246375,14.08695652173913,-0.34782608695652173,14.0,1
2022,Miami Grand Prix,Miami,ZHO,Alfa Romeo,20.0,0,0,0.0,3,17.0,10.90996942682962,0.09003057317038048,10.666666666666666,1.0,0,0.5773502691896257,1.0,13.666666666666666,3.0,10.90996942682962,0
2022,Spanish Grand Prix,Barcelona,ZHO,Alfa Romeo,19.0,0,0,0.0,4,15.0,15.635483487489973,0.07076911431650275,14.0,0.0,0,4.69041575982343,0.75,14.5,1.5,15.635483487489973,0
2022,Monaco Grand Prix,Monaco,ZHO,Alfa Romeo,16.0,0,0,0.0,5,20.0,16.71116649874748,0.058012217397997876,16.666666666666668,0.0,0,4.868264577855234,0.6,14.6,0.4,16.71116649874748,0
2023,Bahrain Grand Prix,Sakhir,ZHO,Alfa Romeo,16.0,0,0,0.0,6,13.0,16.174328341890856,0.04906874617024226,18.333333333333332,0.0,0,4.415880433163924,0.5,15.5,1.0,10.0,1
2023,Saudi Arabian Grand Prix,Jeddah,ZHO,Alfa Romeo,13.0,0,0,0.0,7,11.0,15.980347320137412,0.04248297285022394,17.0,0.0,0,4.0708019567928595,0.42857142857142855,15.142857142857142,0.42857142857142855,11.0,1
2022,Azerbaijan Grand Prix,Baku,ZHO,Alfa Romeo,18.0,0,0,0.0,8,14.0,15.069875788909687,0.037441771193055945,15.0,0.0,0,3.8172540616821107,0.5,14.625,0.125,15.069875788909687,0
2022,Canadian Grand Prix,Montréal,ZHO,Alfa Romeo,8.0,0,0,4.0,9,10.0,15.781600688921586,0.03346303680553709,15.666666666666666,0.0,0,3.7564758898615485,0.4444444444444444,14.555555555555555,-0.3333333333333333,15.781600688921586,0
2023,Australian Grand Prix,Melbourne,ZHO,Alfa Romeo,9.0,0,0,2.0,10,17.0,13.990340818815815,0.9241678964061579,13.0,4.0,0,4.157990967870047,0.5,14.1,-0.1,11.0,1
2023,Miami Grand Prix,Miami,ZHO,Alfa Romeo,16.0,0,0,0.0,11,14.0,13.020899251848917,1.1029205244155724,11.666666666666666,6.0,0,4.244782894116237,0.5454545454545454,14.363636363636363,0.6363636363636364,20.0,1
2022,British Grand Prix,Silverstone,ZHO,Alfa Romeo,19.0,0,0,0.0,12,9.0,13.65558766998075,0.8588939977432947,11.0,6.0,0,4.100073909163841,0.5833333333333334,14.333333333333334,0.4166666666666667,13.65558766998075,0
2023,Monaco Grand Prix,Monaco,ZHO,Alfa Romeo,13.0,0,0,0.0,13,19.0,14.609938561056776,0.692572170974779,14.666666666666666,2.0,0,4.171023363328945,0.5384615384615384,13.923076923076923,-0.38461538461538464,16.0,1
2022,French Grand Prix,Le Castellet,ZHO,Alfa Romeo,16.0,0,0,0.0,14,16.0,14.331978162392739,0.5739076992144082,16.0,0.0,0,4.022600984601715,0.5,14.285714285714286,0.07142857142857142,14.331978162392739,0
2023,Spanish Grand Prix,Barcelona,ZHO,Alfa Romeo,9.0,0,0,2.0,15,13.0,14.580285811681481,0.48606957473577495,16.0,0.0,0,3.903600291794133,0.4666666666666667,14.4,0.06666666666666667,19.0,1
2024,Bahrain Grand Prix,Sakhir,ZHO,Kick Sauber,11.0,0,0,0.0,16,17.0,13.778278992783907,0.7022521250861867,12.666666666666666,2.0,0,4.0,0.5,14.3125,0.3125,13.0,2
2022,Hungarian Grand Prix,Budapest,ZHO,Alfa Romeo,13.0,0,0,0.0,17,12.0,13.425932793253631,0.6021505632636,12.0,2.0,0,3.940737464575112,0.47058823529411764,14.470588235294118,0.6470588235294118,13.425932793253631,0
2022,Belgian Grand Prix,Spa-Francorchamps,ZHO,Alfa Romeo,14.0,0,0,0.0,18,18.0,13.398470781250762,0.5241678786106501,11.0,2.0,0,3.8280014069017567,0.4444444444444444,14.333333333333334,0.5555555555555556,13.398470781250762,0
2023,Canadian Grand Prix,Montréal,ZHO,Alfa Romeo,16.0,0,0,0.0,19,20.0,13.492639679609557,0.4621081433419296,12.666666666666666,0.0,0,3.720497985909668,0.47368421052631576,14.526315789473685,0.7368421052631579,8.0,1
2024,Saudi Arabian Grand Prix,Jeddah,ZHO,Kick Sauber,18.0,0,0,0.0,20,20.0,13.793390403132648,0.41181088520354303,14.333333333333334,0.0,0,3.654845377966365,0.45,14.8,0.9,12.0,2
2023,British Grand Prix,Silverstone,ZHO,Alfa Romeo,15.0,0,0,0.0,21,17.0,14.25383897418589,0.3703988209542538,16.0,0.0,0,3.6729383591991023,0.42857142857142855,15.047619047619047,0.9523809523809523,19.0,1
2024,Australian Grand Prix,Melbourne,ZHO,Kick Sauber,15.0,0,0,0.0,22,19.0,14.322045980675211,0.3358303972023152,16.333333333333332,0.0,0,3.5896074138102323,0.45454545454545453,15.136363636363637,1.0,10.0,2
2022,Dutch Grand Prix,Zandvoort,ZHO,Alfa Romeo,16.0,0,0,0.0,23,14.0,14.379930681876257,0.3066240872446785,16.0,0.0,0,3.5116969986427753,0.43478260869565216,15.304347826086957,1.1304347826086956,14.379930681876257,0
2022,Italian Grand Prix,Monza,ZHO,Alfa Romeo,10.0,0,0,1.0,24,9.0,14.524616413157567,0.2816831779649395,15.333333333333334,0.0,0,3.4546754708214853,0.4583333333333333,15.25,1.0,14.524616413157567,0
2023,Hungarian Grand Prix,Budapest,ZHO,Alfa Romeo,16.0,0,0,0.0,25,5.0,14.099815764834586,0.35150846550865256,13.666666666666666,1.0,0,3.487119154832539,0.48,15.0,0.92,13.0,1
2024,Japanese Grand Prix,Suzuka,ZHO,Kick Sauber,18.0,0,0,0.0,26,20.0,14.267008377704938,0.32259101408991275,14.0,1.0,0,3.437351395389278,0.46153846153846156,14.615384615384615,0.46153846153846156,14.267008377704938,0
2024,Emilia Romagna Grand Prix,Imola,ZHO,Kick Sauber,15.0,0,0,0.0,27,17.0,14.579255777517705,0.29768214950107263,14.666666666666666,1.0,0,3.4509175459335317,0.4444444444444444,14.814814814814815,0.5185185185185185,14.579255777517705,0
2023,Dutch Grand Prix,Zandvoort,ZHO,Alfa Romeo,18.0,0,0,0.0,28,15.0,14.603291871414829,0.27604281037879536,16.333333333333332,0.0,0,3.389018993078931,0.42857142857142855,14.892857142857142,0.5714285714285714,16.0,1
2022,Singapore Grand Prix,Marina Bay,ZHO,Alfa Romeo,20.0,0,0,0.0,29,14.0,14.86162062290706,0.25709921872790864,17.0,0.0,0,3.397333060090262,0.41379310344827586,14.89655172413793,0.4482758620689655,14.86162062290706,0
2023,Italian Grand Prix,Monza,ZHO,Alfa Romeo,14.0,0,0,0.0,30,16.0,15.239610785088537,0.24040019478713925,17.666666666666668,0.0,0,3.488733920466864,0.4,14.866666666666667,0.23333333333333334,10.0,1
2024,Monaco Grand Prix,Monaco,ZHO,Kick Sauber,16.0,0,0,0.0,31,18.0,15.127951283850688,0.22558681842521022,17.333333333333332,0.0,0,3.431981151413264,0.41935483870967744,14.903225806451612,0.2903225806451613,14.5,2
2022,Japanese Grand Prix,Suzuka,ZHO,Alfa Romeo,16.0,0,0,0.0,32,14.0,15.174666419604344,0.2123705196134901,16.666666666666668,0.0,0,3.38506563523349,0.40625,15.0,0.34375,18.0,1
2022,United States Grand Prix,Austin,ZHO,Alfa Romeo,12.0,0,0,0.0,33,18.0,15.216982424759877,0.2005170237042124,15.333333333333334,0.0,0,3.3399555431626675,0.42424242424242425,14.969696969696969,0.2727272727272727,15.216982424759877,0
